outlying,convex,skinny,monotonic,skewed,clumpy,striated,sparse,RMSE,DTM_KL01,Sammon,Trustworthiness,Steadiness,mdp,cnt
True,True,False,True,False,False,False,True,False,False,False,True,False,,0
True,True,False,True,False,False,False,True,False,False,False,False,True,echocardiogram_10/echocardiogram_12/echocardiogram_13/echocardiogram_14/echocardiogram_18/echocardiogram_19/,6
True,True,False,True,False,False,False,True,False,False,False,False,False,glassidentification_66/heartdisease_10/heartdisease_13/heartdisease_15/heartdisease_19/,5
True,True,False,True,False,False,False,False,True,True,True,True,True,,0
True,True,False,True,False,False,False,False,True,True,True,True,False,,0
True,True,False,True,False,False,False,False,True,True,True,False,True,,0
True,True,False,True,False,False,False,False,True,True,True,False,False,,0
True,True,False,True,False,False,False,False,True,True,False,True,True,,0
True,True,False,True,False,False,False,False,True,True,False,True,False,,0
True,True,False,True,False,False,False,False,True,True,False,False,True,,0
True,True,False,True,False,False,False,False,True,True,False,False,False,,0
True,True,False,True,False,False,False,False,True,False,True,True,True,,0
True,True,False,True,False,False,False,False,True,False,True,True,False,,0
True,True,False,True,False,False,False,False,True,False,True,False,True,,0
True,True,False,True,False,False,False,False,True,False,True,False,False,,0
True,True,False,True,False,False,False,False,True,False,False,True,True,,0
True,True,False,True,False,False,False,False,True,False,False,True,False,,0
True,True,False,True,False,False,False,False,True,False,False,False,True,,0
True,True,False,True,False,False,False,False,True,False,False,False,False,,0
True,True,False,True,False,False,False,False,False,True,True,True,True,,0
True,True,False,True,False,False,False,False,False,True,True,True,False,,0
True,True,False,True,False,False,False,False,False,True,True,False,True,,0
True,True,False,True,False,False,False,False,False,True,True,False,False,,0
True,True,False,True,False,False,False,False,False,True,False,True,True,,0
True,True,False,True,False,False,False,False,False,True,False,True,False,,0
True,True,False,True,False,False,False,False,False,True,False,False,True,,0
True,True,False,True,False,False,False,False,False,True,False,False,False,ecoli_54/heartdisease_53/,2
True,True,False,True,False,False,False,False,False,False,True,True,True,,0
True,True,False,True,False,False,False,False,False,False,True,True,False,,0
True,True,False,True,False,False,False,False,False,False,True,False,True,,0
True,True,False,True,False,False,False,False,False,False,True,False,False,,0
True,True,False,True,False,False,False,False,False,False,False,True,True,dermatology_10/,1
True,True,False,True,False,False,False,False,False,False,False,True,False,dermatology_11/dermatology_13/dermatology_18/,3
True,True,False,True,False,False,False,False,False,False,False,False,True,,0
True,True,False,True,False,False,False,False,False,False,False,False,False,heartdisease_11/heartdisease_12/heartdisease_14/heartdisease_54/,4
True,True,False,False,True,True,True,True,True,True,True,True,True,,0
True,True,False,False,True,True,True,True,True,True,True,True,False,,0
True,True,False,False,True,True,True,True,True,True,True,False,True,,0
True,True,False,False,True,True,True,True,True,True,True,False,False,,0
True,True,False,False,True,True,True,True,True,True,False,True,True,,0
True,True,False,False,True,True,True,True,True,True,False,True,False,,0
True,True,False,False,True,True,True,True,True,True,False,False,True,,0
True,True,False,False,True,True,True,True,True,True,False,False,False,,0
True,True,False,False,True,True,True,True,True,False,True,True,True,,0
True,True,False,False,True,True,True,True,True,False,True,True,False,,0
True,True,False,False,True,True,True,True,True,False,True,False,True,,0
True,True,False,False,True,True,True,True,True,False,True,False,False,,0
True,True,False,False,True,True,True,True,True,False,False,True,True,,0
True,True,False,False,True,True,True,True,True,False,False,True,False,,0
True,True,False,False,True,True,True,True,True,False,False,False,True,,0
True,True,False,False,True,True,True,True,True,False,False,False,False,,0
True,True,False,False,True,True,True,True,False,True,True,True,True,,0
True,True,False,False,True,True,True,True,False,True,True,True,False,,0
True,True,False,False,True,True,True,True,False,True,True,False,True,,0
True,True,False,False,True,True,True,True,False,True,True,False,False,glassidentification_22/,1
True,True,False,False,True,True,True,True,False,True,False,True,True,,0
True,True,False,False,True,True,True,True,False,True,False,True,False,,0
True,True,False,False,True,True,True,True,False,True,False,False,True,,0
True,True,False,False,True,True,True,True,False,True,False,False,False,echocardiogram_58/iris_21/,2
True,True,False,False,True,True,True,True,False,False,True,True,True,,0
True,True,False,False,True,True,True,True,False,False,True,True,False,,0
True,True,False,False,True,True,True,True,False,False,True,False,True,,0
True,True,False,False,True,True,True,True,False,False,True,False,False,,0
True,True,False,False,True,True,True,True,False,False,False,True,True,,0
True,True,False,False,True,True,True,True,False,False,False,True,False,,0
True,True,False,False,True,True,True,True,False,False,False,False,True,hepatitis_39/,1
True,True,False,False,True,True,True,True,False,False,False,False,False,hepatitis_21/hepatitis_24/,2
True,True,False,False,True,True,True,False,True,True,True,True,True,,0
True,True,False,False,True,True,True,False,True,True,True,True,False,,0
True,True,False,False,True,True,True,False,True,True,True,False,True,,0
True,True,False,False,True,True,True,False,True,True,True,False,False,boston_30/world12d_25/,2
True,True,False,False,True,True,True,False,True,True,False,True,True,,0
True,True,False,False,True,True,True,False,True,True,False,True,False,,0
True,True,False,False,True,True,True,False,True,True,False,False,True,,0
True,True,False,False,True,True,True,False,True,True,False,False,False,,0
True,True,False,False,True,True,True,False,True,False,True,True,True,,0
True,True,False,False,True,True,True,False,True,False,True,True,False,,0
True,True,False,False,True,True,True,False,True,False,True,False,True,,0
True,True,False,False,True,True,True,False,True,False,True,False,False,,0
True,True,False,False,True,True,True,False,True,False,False,True,True,,0
True,True,False,False,True,True,True,False,True,False,False,True,False,,0
True,True,False,False,True,True,True,False,True,False,False,False,True,,0
True,True,False,False,True,True,True,False,True,False,False,False,False,,0
True,True,False,False,True,True,True,False,False,True,True,True,True,,0
True,True,False,False,True,True,True,False,False,True,True,True,False,,0
True,True,False,False,True,True,True,False,False,True,True,False,True,,0
True,True,False,False,True,True,True,False,False,True,True,False,False,,0
True,True,False,False,True,True,True,False,False,True,False,True,True,,0
True,True,False,False,True,True,True,False,False,True,False,True,False,,0
True,True,False,False,True,True,True,False,False,True,False,False,True,,0
True,True,False,False,True,True,True,False,False,True,False,False,False,,0
True,True,False,False,True,True,True,False,False,False,True,True,True,,0
True,True,False,False,True,True,True,False,False,False,True,True,False,,0
True,True,False,False,True,True,True,False,False,False,True,False,True,,0
True,True,False,False,True,True,True,False,False,False,True,False,False,,0
True,True,False,False,True,True,True,False,False,False,False,True,True,,0
True,True,False,False,True,True,True,False,False,False,False,True,False,,0
True,True,False,False,True,True,True,False,False,False,False,False,True,,0
True,True,False,False,True,True,True,False,False,False,False,False,False,,0
True,True,False,False,True,True,False,True,True,True,True,True,True,,0
True,True,False,False,True,True,False,True,True,True,True,True,False,,0
True,True,False,False,True,True,False,True,True,True,True,False,True,,0
True,True,False,False,True,True,False,True,True,True,True,False,False,boston_22/boston_24/breastcancercoimbra_20/,3
True,True,False,False,True,True,False,True,True,True,False,True,True,,0
True,True,False,False,True,True,False,True,True,True,False,True,False,,0
True,True,False,False,True,True,False,True,True,True,False,False,True,,0
True,True,False,False,True,True,False,True,True,True,False,False,False,,0
True,True,False,False,True,True,False,True,True,False,True,True,True,,0
True,True,False,False,True,True,False,True,True,False,True,True,False,,0
True,True,False,False,True,True,False,True,True,False,True,False,True,,0
True,True,False,False,True,True,False,True,True,False,True,False,False,,0
True,True,False,False,True,True,False,True,True,False,False,True,True,,0
True,True,False,False,True,True,False,True,True,False,False,True,False,,0
True,True,False,False,True,True,False,True,True,False,False,False,True,,0
True,True,False,False,True,True,False,True,True,False,False,False,False,,0
True,True,False,False,True,True,False,True,False,True,True,True,True,,0
True,True,False,False,True,True,False,True,False,True,True,True,False,,0
True,True,False,False,True,True,False,True,False,True,True,False,True,,0
True,True,False,False,True,True,False,True,False,True,True,False,False,,0
True,True,False,False,True,True,False,True,False,True,False,True,True,,0
True,True,False,False,True,True,False,True,False,True,False,True,False,,0
True,True,False,False,True,True,False,True,False,True,False,False,True,,0
True,True,False,False,True,True,False,True,False,True,False,False,False,glassidentification_20/,1
True,True,False,False,True,True,False,True,False,False,True,True,True,,0
True,True,False,False,True,True,False,True,False,False,True,True,False,,0
True,True,False,False,True,True,False,True,False,False,True,False,True,,0
True,True,False,False,True,True,False,True,False,False,True,False,False,,0
True,True,False,False,True,True,False,True,False,False,False,True,True,breastcancercoimbra_21/breastcancercoimbra_43/iris_41/,3
True,True,False,False,True,True,False,True,False,False,False,True,False,,0
True,True,False,False,True,True,False,True,False,False,False,False,True,hepatitis_35/hepatitis_37/,2
True,True,False,False,True,True,False,True,False,False,False,False,False,heartdisease_20/,1
True,True,False,False,True,True,False,False,True,True,True,True,True,,0
True,True,False,False,True,True,False,False,True,True,True,True,False,,0
True,True,False,False,True,True,False,False,True,True,True,False,True,,0
True,True,False,False,True,True,False,False,True,True,True,False,False,covertype_20/drybean_22/,2
True,True,False,False,True,True,False,False,True,True,False,True,True,,0
True,True,False,False,True,True,False,False,True,True,False,True,False,,0
True,True,False,False,True,True,False,False,True,True,False,False,True,,0
True,True,False,False,True,True,False,False,True,True,False,False,False,,0
True,True,False,False,True,True,False,False,True,False,True,True,True,,0
True,True,False,False,True,True,False,False,True,False,True,True,False,,0
True,True,False,False,True,True,False,False,True,False,True,False,True,,0
True,True,False,False,True,True,False,False,True,False,True,False,False,drybean_20/,1
True,True,False,False,True,True,False,False,True,False,False,True,True,,0
True,True,False,False,True,True,False,False,True,False,False,True,False,,0
True,True,False,False,True,True,False,False,True,False,False,False,True,,0
True,True,False,False,True,True,False,False,True,False,False,False,False,,0
True,True,False,False,True,True,False,False,False,True,True,True,True,,0
True,True,False,False,True,True,False,False,False,True,True,True,False,,0
True,True,False,False,True,True,False,False,False,True,True,False,True,,0
True,True,False,False,True,True,False,False,False,True,True,False,False,,0
True,True,False,False,True,True,False,False,False,True,False,True,True,,0
True,True,False,False,True,True,False,False,False,True,False,True,False,,0
True,True,False,False,True,True,False,False,False,True,False,False,True,,0
True,True,False,False,True,True,False,False,False,True,False,False,False,,0
True,True,False,False,True,True,False,False,False,False,True,True,True,,0
True,True,False,False,True,True,False,False,False,False,True,True,False,,0
True,True,False,False,True,True,False,False,False,False,True,False,True,,0
True,True,False,False,True,True,False,False,False,False,True,False,False,,0
True,True,False,False,True,True,False,False,False,False,False,True,True,,0
True,True,False,False,True,True,False,False,False,False,False,True,False,,0
True,True,False,False,True,True,False,False,False,False,False,False,True,,0
True,True,False,False,True,True,False,False,False,False,False,False,False,,0
True,True,False,False,True,False,True,True,True,True,True,True,True,,0
True,True,False,False,True,False,True,True,True,True,True,True,False,,0
True,True,False,False,True,False,True,True,True,True,True,False,True,,0
True,True,False,False,True,False,True,True,True,True,True,False,False,,0
True,True,False,False,True,False,True,True,True,True,False,True,True,,0
True,True,False,False,True,False,True,True,True,True,False,True,False,,0
True,True,False,False,True,False,True,True,True,True,False,False,True,,0
True,True,False,False,True,False,True,True,True,True,False,False,False,,0
True,True,False,False,True,False,True,True,True,False,True,True,True,,0
True,True,False,False,True,False,True,True,True,False,True,True,False,,0
True,True,False,False,True,False,True,True,True,False,True,False,True,,0
True,True,False,False,True,False,True,True,True,False,True,False,False,,0
True,True,False,False,True,False,True,True,True,False,False,True,True,,0
True,True,False,False,True,False,True,True,True,False,False,True,False,,0
True,True,False,False,True,False,True,True,True,False,False,False,True,,0
True,True,False,False,True,False,True,True,True,False,False,False,False,,0
True,True,False,False,True,False,True,True,False,True,True,True,True,,0
True,True,False,False,True,False,True,True,False,True,True,True,False,,0
True,True,False,False,True,False,True,True,False,True,True,False,True,,0
True,True,False,False,True,False,True,True,False,True,True,False,False,,0
True,True,False,False,True,False,True,True,False,True,False,True,True,,0
True,True,False,False,True,False,True,True,False,True,False,True,False,,0
True,True,False,False,True,False,True,True,False,True,False,False,True,,0
True,True,False,False,True,False,True,True,False,True,False,False,False,glassidentification_19/,1
True,True,False,False,True,False,True,True,False,False,True,True,True,,0
True,True,False,False,True,False,True,True,False,False,True,True,False,,0
True,True,False,False,True,False,True,True,False,False,True,False,True,,0
True,True,False,False,True,False,True,True,False,False,True,False,False,,0
True,True,False,False,True,False,True,True,False,False,False,True,True,,0
True,True,False,False,True,False,True,True,False,False,False,True,False,,0
True,True,False,False,True,False,True,True,False,False,False,False,True,,0
True,True,False,False,True,False,True,True,False,False,False,False,False,glassidentification_15/glassidentification_68/,2
True,True,False,False,True,False,True,False,True,True,True,True,True,,0
True,True,False,False,True,False,True,False,True,True,True,True,False,housing_16/,1
True,True,False,False,True,False,True,False,True,True,True,False,True,,0
True,True,False,False,True,False,True,False,True,True,True,False,False,,0
True,True,False,False,True,False,True,False,True,True,False,True,True,,0
True,True,False,False,True,False,True,False,True,True,False,True,False,,0
True,True,False,False,True,False,True,False,True,True,False,False,True,,0
True,True,False,False,True,False,True,False,True,True,False,False,False,,0
True,True,False,False,True,False,True,False,True,False,True,True,True,,0
True,True,False,False,True,False,True,False,True,False,True,True,False,,0
True,True,False,False,True,False,True,False,True,False,True,False,True,,0
True,True,False,False,True,False,True,False,True,False,True,False,False,,0
True,True,False,False,True,False,True,False,True,False,False,True,True,,0
True,True,False,False,True,False,True,False,True,False,False,True,False,,0
True,True,False,False,True,False,True,False,True,False,False,False,True,,0
True,True,False,False,True,False,True,False,True,False,False,False,False,,0
True,True,False,False,True,False,True,False,False,True,True,True,True,,0
True,True,False,False,True,False,True,False,False,True,True,True,False,,0
True,True,False,False,True,False,True,False,False,True,True,False,True,,0
True,True,False,False,True,False,True,False,False,True,True,False,False,,0
True,True,False,False,True,False,True,False,False,True,False,True,True,,0
True,True,False,False,True,False,True,False,False,True,False,True,False,,0
True,True,False,False,True,False,True,False,False,True,False,False,True,,0
True,True,False,False,True,False,True,False,False,True,False,False,False,,0
True,True,False,False,True,False,True,False,False,False,True,True,True,,0
True,True,False,False,True,False,True,False,False,False,True,True,False,,0
True,True,False,False,True,False,True,False,False,False,True,False,True,,0
True,True,False,False,True,False,True,False,False,False,True,False,False,,0
True,True,False,False,True,False,True,False,False,False,False,True,True,breastcancerwisconsinprognostic_21/breastcancerwisconsinprognostic_39/breastcancerwisconsinprognostic_42/breastcancerwisconsinprognostic_43/,4
True,True,False,False,True,False,True,False,False,False,False,True,False,,0
True,True,False,False,True,False,True,False,False,False,False,False,True,,0
True,True,False,False,True,False,True,False,False,False,False,False,False,olive_23/,1
True,True,False,False,True,False,False,True,True,True,True,True,True,,0
True,True,False,False,True,False,False,True,True,True,True,True,False,,0
True,True,False,False,True,False,False,True,True,True,True,False,True,,0
True,True,False,False,True,False,False,True,True,True,True,False,False,boston_66/breastcancercoimbra_22/drybean_21/drybean_23/drybean_61/,5
True,True,False,False,True,False,False,True,True,True,False,True,True,,0
True,True,False,False,True,False,False,True,True,True,False,True,False,,0
True,True,False,False,True,False,False,True,True,True,False,False,True,,0
True,True,False,False,True,False,False,True,True,True,False,False,False,extyaleb_24/olive_20/olive_21/,3
True,True,False,False,True,False,False,True,True,False,True,True,True,boston_16/,1
True,True,False,False,True,False,False,True,True,False,True,True,False,covertype_16/,1
True,True,False,False,True,False,False,True,True,False,True,False,True,,0
True,True,False,False,True,False,False,True,True,False,True,False,False,,0
True,True,False,False,True,False,False,True,True,False,False,True,True,,0
True,True,False,False,True,False,False,True,True,False,False,True,False,,0
True,True,False,False,True,False,False,True,True,False,False,False,True,,0
True,True,False,False,True,False,False,True,True,False,False,False,False,covertype_21/olive_51/,2
True,True,False,False,True,False,False,True,False,True,True,True,True,,0
True,True,False,False,True,False,False,True,False,True,True,True,False,,0
True,True,False,False,True,False,False,True,False,True,True,False,True,,0
True,True,False,False,True,False,False,True,False,True,True,False,False,ecoli_66/,1
True,True,False,False,True,False,False,True,False,True,False,True,True,,0
True,True,False,False,True,False,False,True,False,True,False,True,False,,0
True,True,False,False,True,False,False,True,False,True,False,False,True,,0
True,True,False,False,True,False,False,True,False,True,False,False,False,ecoli_20/ecoli_52/,2
True,True,False,False,True,False,False,True,False,False,True,True,True,,0
True,True,False,False,True,False,False,True,False,False,True,True,False,,0
True,True,False,False,True,False,False,True,False,False,True,False,True,,0
True,True,False,False,True,False,False,True,False,False,True,False,False,heartdisease_47/,1
True,True,False,False,True,False,False,True,False,False,False,True,True,,0
True,True,False,False,True,False,False,True,False,False,False,True,False,,0
True,True,False,False,True,False,False,True,False,False,False,False,True,hepatitis_38/,1
True,True,False,False,True,False,False,True,False,False,False,False,False,heartdisease_23/heartdisease_42/,2
True,True,False,False,True,False,False,False,True,True,True,True,True,,0
True,True,False,False,True,False,False,False,True,True,True,True,False,,0
True,True,False,False,True,False,False,False,True,True,True,False,True,,0
True,True,False,False,True,False,False,False,True,True,True,False,False,breastcancerwisconsinprognostic_23/breastcancerwisconsinprognostic_24/covertype_24/drybean_24/olive_65/,5
True,True,False,False,True,False,False,False,True,True,False,True,True,,0
True,True,False,False,True,False,False,False,True,True,False,True,False,,0
True,True,False,False,True,False,False,False,True,True,False,False,True,,0
True,True,False,False,True,False,False,False,True,True,False,False,False,olive_22/,1
True,True,False,False,True,False,False,False,True,False,True,True,True,,0
True,True,False,False,True,False,False,False,True,False,True,True,False,,0
True,True,False,False,True,False,False,False,True,False,True,False,True,,0
True,True,False,False,True,False,False,False,True,False,True,False,False,breastcancerwisconsinprognostic_45/breastcancerwisconsinprognostic_46/breastcancerwisconsinprognostic_48/breastcancerwisconsinprognostic_49/housing_22/,5
True,True,False,False,True,False,False,False,True,False,False,True,True,,0
True,True,False,False,True,False,False,False,True,False,False,True,False,,0
True,True,False,False,True,False,False,False,True,False,False,False,True,,0
True,True,False,False,True,False,False,False,True,False,False,False,False,breastcancerwisconsinprognostic_22/,1
True,True,False,False,True,False,False,False,False,True,True,True,True,,0
True,True,False,False,True,False,False,False,False,True,True,True,False,,0
True,True,False,False,True,False,False,False,False,True,True,False,True,,0
True,True,False,False,True,False,False,False,False,True,True,False,False,,0
True,True,False,False,True,False,False,False,False,True,False,True,True,,0
True,True,False,False,True,False,False,False,False,True,False,True,False,,0
True,True,False,False,True,False,False,False,False,True,False,False,True,,0
True,True,False,False,True,False,False,False,False,True,False,False,False,glassidentification_64/,1
True,True,False,False,True,False,False,False,False,False,True,True,True,,0
True,True,False,False,True,False,False,False,False,False,True,True,False,,0
True,True,False,False,True,False,False,False,False,False,True,False,True,,0
True,True,False,False,True,False,False,False,False,False,True,False,False,,0
True,True,False,False,True,False,False,False,False,False,False,True,True,breastcancerwisconsinprognostic_44/housing_20/housing_24/,3
True,True,False,False,True,False,False,False,False,False,False,True,False,,0
True,True,False,False,True,False,False,False,False,False,False,False,True,,0
True,True,False,False,True,False,False,False,False,False,False,False,False,,0
True,True,False,False,False,True,True,True,True,True,True,True,True,,0
True,True,False,False,False,True,True,True,True,True,True,True,False,,0
True,True,False,False,False,True,True,True,True,True,True,False,True,,0
True,True,False,False,False,True,True,True,True,True,True,False,False,boston_47/boston_49/wine_20/wine_21/wine_22/wine_23/wine_24/world12d_66/world12d_67/world12d_68/,10
True,True,False,False,False,True,True,True,True,True,False,True,True,,0
True,True,False,False,False,True,True,True,True,True,False,True,False,,0
True,True,False,False,False,True,True,True,True,True,False,False,True,,0
True,True,False,False,False,True,True,True,True,True,False,False,False,breastcancercoimbra_23/world12d_24/,2
True,True,False,False,False,True,True,True,True,False,True,True,True,,0
True,True,False,False,False,True,True,True,True,False,True,True,False,,0
True,True,False,False,False,True,True,True,True,False,True,False,True,,0
True,True,False,False,False,True,True,True,True,False,True,False,False,,0
True,True,False,False,False,True,True,True,True,False,False,True,True,,0
True,True,False,False,False,True,True,True,True,False,False,True,False,,0
True,True,False,False,False,True,True,True,True,False,False,False,True,,0
True,True,False,False,False,True,True,True,True,False,False,False,False,,0
True,True,False,False,False,True,True,True,False,True,True,True,True,,0
True,True,False,False,False,True,True,True,False,True,True,True,False,,0
True,True,False,False,False,True,True,True,False,True,True,False,True,,0
True,True,False,False,False,True,True,True,False,True,True,False,False,,0
True,True,False,False,False,True,True,True,False,True,False,True,True,,0
True,True,False,False,False,True,True,True,False,True,False,True,False,,0
True,True,False,False,False,True,True,True,False,True,False,False,True,,0
True,True,False,False,False,True,True,True,False,True,False,False,False,,0
True,True,False,False,False,True,True,True,False,False,True,True,True,,0
True,True,False,False,False,True,True,True,False,False,True,True,False,,0
True,True,False,False,False,True,True,True,False,False,True,False,True,hepatitis_13/,1
True,True,False,False,False,True,True,True,False,False,True,False,False,hepatitis_41/,1
True,True,False,False,False,True,True,True,False,False,False,True,True,breastcancercoimbra_24/iris_39/iris_43/iris_44/wine_36/wine_39/wine_40/,7
True,True,False,False,False,True,True,True,False,False,False,True,False,,0
True,True,False,False,False,True,True,True,False,False,False,False,True,hepatitis_36/,1
True,True,False,False,False,True,True,True,False,False,False,False,False,heartdisease_35/,1
True,True,False,False,False,True,True,False,True,True,True,True,True,,0
True,True,False,False,False,True,True,False,True,True,True,True,False,,0
True,True,False,False,False,True,True,False,True,True,True,False,True,,0
True,True,False,False,False,True,True,False,True,True,True,False,False,,0
True,True,False,False,False,True,True,False,True,True,False,True,True,,0
True,True,False,False,False,True,True,False,True,True,False,True,False,,0
True,True,False,False,False,True,True,False,True,True,False,False,True,,0
True,True,False,False,False,True,True,False,True,True,False,False,False,,0
True,True,False,False,False,True,True,False,True,False,True,True,True,,0
True,True,False,False,False,True,True,False,True,False,True,True,False,,0
True,True,False,False,False,True,True,False,True,False,True,False,True,,0
True,True,False,False,False,True,True,False,True,False,True,False,False,,0
True,True,False,False,False,True,True,False,True,False,False,True,True,,0
True,True,False,False,False,True,True,False,True,False,False,True,False,,0
True,True,False,False,False,True,True,False,True,False,False,False,True,,0
True,True,False,False,False,True,True,False,True,False,False,False,False,,0
True,True,False,False,False,True,True,False,False,True,True,True,True,,0
True,True,False,False,False,True,True,False,False,True,True,True,False,,0
True,True,False,False,False,True,True,False,False,True,True,False,True,,0
True,True,False,False,False,True,True,False,False,True,True,False,False,hepatitis_33/,1
True,True,False,False,False,True,True,False,False,True,False,True,True,,0
True,True,False,False,False,True,True,False,False,True,False,True,False,,0
True,True,False,False,False,True,True,False,False,True,False,False,True,,0
True,True,False,False,False,True,True,False,False,True,False,False,False,,0
True,True,False,False,False,True,True,False,False,False,True,True,True,,0
True,True,False,False,False,True,True,False,False,False,True,True,False,,0
True,True,False,False,False,True,True,False,False,False,True,False,True,,0
True,True,False,False,False,True,True,False,False,False,True,False,False,,0
True,True,False,False,False,True,True,False,False,False,False,True,True,,0
True,True,False,False,False,True,True,False,False,False,False,True,False,,0
True,True,False,False,False,True,True,False,False,False,False,False,True,,0
True,True,False,False,False,True,True,False,False,False,False,False,False,,0
True,True,False,False,False,True,False,True,True,True,True,True,True,,0
True,True,False,False,False,True,False,True,True,True,True,True,False,,0
True,True,False,False,False,True,False,True,True,True,True,False,True,,0
True,True,False,False,False,True,False,True,True,True,True,False,False,world12d_21/,1
True,True,False,False,False,True,False,True,True,True,False,True,True,,0
True,True,False,False,False,True,False,True,True,True,False,True,False,,0
True,True,False,False,False,True,False,True,True,True,False,False,True,,0
True,True,False,False,False,True,False,True,True,True,False,False,False,,0
True,True,False,False,False,True,False,True,True,False,True,True,True,,0
True,True,False,False,False,True,False,True,True,False,True,True,False,,0
True,True,False,False,False,True,False,True,True,False,True,False,True,,0
True,True,False,False,False,True,False,True,True,False,True,False,False,,0
True,True,False,False,False,True,False,True,True,False,False,True,True,,0
True,True,False,False,False,True,False,True,True,False,False,True,False,,0
True,True,False,False,False,True,False,True,True,False,False,False,True,,0
True,True,False,False,False,True,False,True,True,False,False,False,False,,0
True,True,False,False,False,True,False,True,False,True,True,True,True,,0
True,True,False,False,False,True,False,True,False,True,True,True,False,,0
True,True,False,False,False,True,False,True,False,True,True,False,True,,0
True,True,False,False,False,True,False,True,False,True,True,False,False,,0
True,True,False,False,False,True,False,True,False,True,False,True,True,,0
True,True,False,False,False,True,False,True,False,True,False,True,False,,0
True,True,False,False,False,True,False,True,False,True,False,False,True,,0
True,True,False,False,False,True,False,True,False,True,False,False,False,echocardiogram_21/echocardiogram_22/hepatitis_22/,3
True,True,False,False,False,True,False,True,False,False,True,True,True,,0
True,True,False,False,False,True,False,True,False,False,True,True,False,,0
True,True,False,False,False,True,False,True,False,False,True,False,True,,0
True,True,False,False,False,True,False,True,False,False,True,False,False,,0
True,True,False,False,False,True,False,True,False,False,False,True,True,iris_35/iris_36/iris_42/,3
True,True,False,False,False,True,False,True,False,False,False,True,False,,0
True,True,False,False,False,True,False,True,False,False,False,False,True,,0
True,True,False,False,False,True,False,True,False,False,False,False,False,,0
True,True,False,False,False,True,False,False,True,True,True,True,True,,0
True,True,False,False,False,True,False,False,True,True,True,True,False,,0
True,True,False,False,False,True,False,False,True,True,True,False,True,,0
True,True,False,False,False,True,False,False,True,True,True,False,False,,0
True,True,False,False,False,True,False,False,True,True,False,True,True,,0
True,True,False,False,False,True,False,False,True,True,False,True,False,,0
True,True,False,False,False,True,False,False,True,True,False,False,True,,0
True,True,False,False,False,True,False,False,True,True,False,False,False,,0
True,True,False,False,False,True,False,False,True,False,True,True,True,,0
True,True,False,False,False,True,False,False,True,False,True,True,False,,0
True,True,False,False,False,True,False,False,True,False,True,False,True,,0
True,True,False,False,False,True,False,False,True,False,True,False,False,breastcancerwisconsinprognostic_47/,1
True,True,False,False,False,True,False,False,True,False,False,True,True,,0
True,True,False,False,False,True,False,False,True,False,False,True,False,,0
True,True,False,False,False,True,False,False,True,False,False,False,True,,0
True,True,False,False,False,True,False,False,True,False,False,False,False,,0
True,True,False,False,False,True,False,False,False,True,True,True,True,,0
True,True,False,False,False,True,False,False,False,True,True,True,False,,0
True,True,False,False,False,True,False,False,False,True,True,False,True,,0
True,True,False,False,False,True,False,False,False,True,True,False,False,,0
True,True,False,False,False,True,False,False,False,True,False,True,True,,0
True,True,False,False,False,True,False,False,False,True,False,True,False,,0
True,True,False,False,False,True,False,False,False,True,False,False,True,,0
True,True,False,False,False,True,False,False,False,True,False,False,False,,0
True,True,False,False,False,True,False,False,False,False,True,True,True,,0
True,True,False,False,False,True,False,False,False,False,True,True,False,,0
True,True,False,False,False,True,False,False,False,False,True,False,True,,0
True,True,False,False,False,True,False,False,False,False,True,False,False,,0
True,True,False,False,False,True,False,False,False,False,False,True,True,,0
True,True,False,False,False,True,False,False,False,False,False,True,False,,0
True,True,False,False,False,True,False,False,False,False,False,False,True,,0
True,True,False,False,False,True,False,False,False,False,False,False,False,,0
True,True,False,False,False,False,True,True,True,True,True,True,True,,0
True,True,False,False,False,False,True,True,True,True,True,True,False,,0
True,True,False,False,False,False,True,True,True,True,True,False,True,,0
True,True,False,False,False,False,True,True,True,True,True,False,False,wine_45/,1
True,True,False,False,False,False,True,True,True,True,False,True,True,,0
True,True,False,False,False,False,True,True,True,True,False,True,False,,0
True,True,False,False,False,False,True,True,True,True,False,False,True,,0
True,True,False,False,False,False,True,True,True,True,False,False,False,,0
True,True,False,False,False,False,True,True,True,False,True,True,True,,0
True,True,False,False,False,False,True,True,True,False,True,True,False,,0
True,True,False,False,False,False,True,True,True,False,True,False,True,,0
True,True,False,False,False,False,True,True,True,False,True,False,False,,0
True,True,False,False,False,False,True,True,True,False,False,True,True,,0
True,True,False,False,False,False,True,True,True,False,False,True,False,,0
True,True,False,False,False,False,True,True,True,False,False,False,True,,0
True,True,False,False,False,False,True,True,True,False,False,False,False,,0
True,True,False,False,False,False,True,True,False,True,True,True,True,,0
True,True,False,False,False,False,True,True,False,True,True,True,False,,0
True,True,False,False,False,False,True,True,False,True,True,False,True,,0
True,True,False,False,False,False,True,True,False,True,True,False,False,hepatitis_40/,1
True,True,False,False,False,False,True,True,False,True,False,True,True,,0
True,True,False,False,False,False,True,True,False,True,False,True,False,,0
True,True,False,False,False,False,True,True,False,True,False,False,True,,0
True,True,False,False,False,False,True,True,False,True,False,False,False,ecoli_24/,1
True,True,False,False,False,False,True,True,False,False,True,True,True,,0
True,True,False,False,False,False,True,True,False,False,True,True,False,,0
True,True,False,False,False,False,True,True,False,False,True,False,True,hepatitis_18/hepatitis_43/,2
